t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1675883910,84,3,710620,0,000000,0,000000,0,000000,events/second
1675883940,84,1,593137,0,000000,0,000000,0,000000,events/second
1675883970,84,1,015098,0,000000,0,000000,0,000000,events/second
1675884000,84,0,744859,0,000000,0,000000,0,000000,events/second
1675884030,84,0,588267,0,000000,0,000000,0,000000,events/second
1675884060,84,0,486118,0,000000,0,000000,0,000000,events/second
1675884090,84,0,414175,0,000000,0,000000,0,000000,events/second
1675884120,84,0,360769,0,000000,0,000000,0,000000,events/second
1675884150,84,0,319566,0,000000,0,000000,0,000000,events/second
1675884180,84,0,286810,0,000000,0,000000,0,000000,events/second
1675884210,84,0,260149,0,000000,0,000000,0,000000,events/second
1675884240,84,0,238020,0,000000,0,000000,0,000000,events/second
1675884270,84,0,219368,0,000000,0,000000,0,000000,events/second
1675884300,84,0,203421,0,000000,0,000000,0,000000,events/second
1675884330,84,0,189635,0,000000,0,000000,0,000000,events/second
1675884360,84,0,177599,0,000000,0,000000,0,000000,events/second
1675884390,84,0,166998,0,000000,0,000000,0,000000,events/second
1675884420,84,0,157591,0,000000,0,000000,0,000000,events/second
1675884450,84,0,149189,0,000000,0,000000,0,000000,events/second
1675884480,84,0,141639,0,000000,0,000000,0,000000,events/second
1675884510,84,0,134818,0,000000,0,000000,0,000000,events/second
1675884540,84,0,128622,0,000000,0,000000,0,000000,events/second
1675884570,84,0,122971,0,000000,0,000000,0,000000,events/second
1675884600,84,0,117796,0,000000,0,000000,0,000000,events/second
1675884630,84,0,113038,0,000000,0,000000,0,000000,events/second
1675884660,84,0,108649,0,000000,0,000000,0,000000,events/second
1675884690,84,0,104589,0,000000,0,000000,0,000000,events/second
1675884720,84,0,100820,0,000000,0,000000,0,000000,events/second
1675884750,84,0,097315,0,000000,0,000000,0,000000,events/second
1675884780,84,0,094044,0,000000,0,000000,0,000000,events/second
1675884810,84,0,090986,0,000000,0,000000,0,000000,events/second
1675884840,84,0,088120,0,000000,0,000000,0,000000,events/second
1675975050,84,6,578116,0,000000,0,000000,0,000000,events/second
1675975080,84,1,956094,0,000000,0,000000,0,000000,events/second
1675975110,84,1,151142,0,000000,0,000000,0,000000,events/second
1675975141,84,0,815560,0,000000,0,000000,0,000000,events/second
1675975171,84,0,631494,0,000000,0,000000,0,000000,events/second
1675975201,84,0,515206,0,000000,0,000000,0,000000,events/second
1675975231,84,0,434956,0,000000,0,000000,0,000000,events/second
1675975261,84,0,376459,0,000000,0,000000,0,000000,events/second
1675975291,84,0,331824,0,000000,0,000000,0,000000,events/second
1675975321,84,0,296657,0,000000,0,000000,0,000000,events/second
1675975351,84,0,268229,0,000000,0,000000,0,000000,events/second
1675975381,84,0,244773,0,000000,0,000000,0,000000,events/second
1675975411,84,0,225092,0,000000,0,000000,0,000000,events/second
1675975441,84,0,208339,0,000000,0,000000,0,000000,events/second
1675975471,84,0,193905,0,000000,0,000000,0,000000,events/second
1675975501,84,0,181344,0,000000,0,000000,0,000000,events/second
1675975531,84,0,170311,0,000000,0,000000,0,000000,events/second
1675975561,84,0,160542,0,000000,0,000000,0,000000,events/second
1675975591,84,0,151834,0,000000,0,000000,0,000000,events/second
1675975621,84,0,144020,0,000000,0,000000,0,000000,events/second
1675975651,84,0,136973,0,000000,0,000000,0,000000,events/second
1675975681,84,0,130581,0,000000,0,000000,0,000000,events/second
1675975711,84,0,124761,0,000000,0,000000,0,000000,events/second
1675975741,84,0,119437,0,000000,0,000000,0,000000,events/second
1675975771,84,0,114549,0,000000,0,000000,0,000000,events/second
1675975801,84,0,110045,0,000000,0,000000,0,000000,events/second
1675975831,84,0,105882,0,000000,0,000000,0,000000,events/second
1675975861,84,0,102023,0,000000,0,000000,0,000000,events/second
1675975891,84,0,098436,0,000000,0,000000,0,000000,events/second
1675975921,84,0,095091,0,000000,0,000000,0,000000,events/second
1675975951,84,0,091967,0,000000,0,000000,0,000000,events/second
1675975981,84,0,089041,0,000000,0,000000,0,000000,events/second
1675976011,84,0,086296,0,000000,0,000000,0,000000,events/second
1675976041,84,0,083715,0,000000,0,000000,0,000000,events/second
1675976071,84,0,081283,0,000000,0,000000,0,000000,events/second
1675976101,84,0,078989,0,000000,0,000000,0,000000,events/second
1675976131,84,0,076821,0,000000,0,000000,0,000000,events/second
1675976161,84,0,074769,0,000000,0,000000,0,000000,events/second
1675976191,84,0,072824,0,000000,0,000000,0,000000,events/second
1675976221,84,0,070977,0,000000,0,000000,0,000000,events/second
1675976251,84,0,069222,0,000000,0,000000,0,000000,events/second
1675976281,84,0,067551,0,000000,0,000000,0,000000,events/second
1675976311,84,0,065959,0,000000,0,000000,0,000000,events/second
1675976341,84,0,064440,0,000000,0,000000,0,000000,events/second
1675976371,84,0,062990,0,000000,0,000000,0,000000,events/second
1675976401,84,0,061603,0,000000,0,000000,0,000000,events/second
1675976431,84,0,060277,0,000000,0,000000,0,000000,events/second
1675976461,84,0,059006,0,000000,0,000000,0,000000,events/second
1675976491,84,0,057788,0,000000,0,000000,0,000000,events/second
1675976521,84,0,056619,0,000000,0,000000,0,000000,events/second
1675976551,84,0,055497,0,000000,0,000000,0,000000,events/second
1675976581,84,0,054418,0,000000,0,000000,0,000000,events/second
1675976611,84,0,053380,0,000000,0,000000,0,000000,events/second
1675976641,84,0,052382,0,000000,0,000000,0,000000,events/second
1675976671,84,0,051419,0,000000,0,000000,0,000000,events/second
1675976701,84,0,050492,0,000000,0,000000,0,000000,events/second
1675976731,84,0,049597,0,000000,0,000000,0,000000,events/second
1675976761,84,0,048734,0,000000,0,000000,0,000000,events/second
1675976791,84,0,047900,0,000000,0,000000,0,000000,events/second
1675976821,84,0,047094,0,000000,0,000000,0,000000,events/second
1675976851,84,0,046315,0,000000,0,000000,0,000000,events/second
1675976881,84,0,045561,0,000000,0,000000,0,000000,events/second
1675976911,84,0,044831,0,000000,0,000000,0,000000,events/second
1675976941,84,0,044124,0,000000,0,000000,0,000000,events/second
1675976971,84,0,043440,0,000000,0,000000,0,000000,events/second
1675977001,84,0,042776,0,000000,0,000000,0,000000,events/second
1675977031,84,0,042132,0,000000,0,000000,0,000000,events/second
1675977061,84,0,041507,0,000000,0,000000,0,000000,events/second
1675977091,84,0,040900,0,000000,0,000000,0,000000,events/second
1675977121,84,0,040311,0,000000,0,000000,0,000000,events/second
1675977151,84,0,039739,0,000000,0,000000,0,000000,events/second
1675977181,84,0,039182,0,000000,0,000000,0,000000,events/second
1675977211,84,0,038641,0,000000,0,000000,0,000000,events/second
1675977241,84,0,038115,0,000000,0,000000,0,000000,events/second
1675977271,84,0,037603,0,000000,0,000000,0,000000,events/second
1675977301,84,0,037105,0,000000,0,000000,0,000000,events/second
1675977331,84,0,036619,0,000000,0,000000,0,000000,events/second
1675977361,84,0,036146,0,000000,0,000000,0,000000,events/second
1675977391,84,0,035685,0,000000,0,000000,0,000000,events/second
1675977421,84,0,035236,0,000000,0,000000,0,000000,events/second
1675977451,84,0,034798,0,000000,0,000000,0,000000,events/second
1675977481,84,0,034371,0,000000,0,000000,0,000000,events/second
1675977511,84,0,033954,0,000000,0,000000,0,000000,events/second
1675977541,84,0,033547,0,000000,0,000000,0,000000,events/second
1675977572,84,0,033150,0,000000,0,000000,0,000000,events/second
1675977602,84,0,032762,0,000000,0,000000,0,000000,events/second
1675977632,84,0,032383,0,000000,0,000000,0,000000,events/second
1675977662,84,0,032012,0,000000,0,000000,0,000000,events/second
1675977692,84,0,031650,0,000000,0,000000,0,000000,events/second
1675977722,84,0,031296,0,000000,0,000000,0,000000,events/second
1675977752,84,0,030950,0,000000,0,000000,0,000000,events/second
1675977782,84,0,030612,0,000000,0,000000,0,000000,events/second
1675977812,84,0,030281,0,000000,0,000000,0,000000,events/second
1675977842,84,0,029957,0,000000,0,000000,0,000000,events/second
